Day,Date,Week,Start Time,Hour,Source,Purpose of contact,Description,Is the enquirer a student?,Category,Action Taken,Is the case forwarded to officer-in-charge?,Has the problem resolved?,Attended by,Closed by,End Date,End Time,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,14:58:00,14,Phone,Enquiry,PTI course information,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,15:39:00,15,Counter,Enquiry,My daughter got Covid 2 weeks ago. When will she be able to retake the exam?,Yes,Exams,Referred to Abdillah who advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,15:19:00,15,Phone,Transaction,payment for registration PENGAJIAN BAHASA ARAB (PBA),Yes,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,11:55:00,11,Counter,Transaction,Buy book (Public) - Ulum Al-Qur'an (1 copy) - Haji Abdul Ghani Bin Bujang,No,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,15:45:00,15,Counter,Transaction,Collect graduation robe - Daud Bin Hasan,Yes,General,Issued graduation items,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,15:50:00,15,Phone,Enquiry,Confirmation for BIRKH application - Norlela Ahmad,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,15:56:00,15,Phone,Enquiry,SPIR - Register for the child do I make the payment first then submit or submit first then make payment?,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,16:04:00,16,Phone,Enquiry,Deferred in 2020. Wants to continue or restart. If restart how to do it? - Siti Raudah Bte Mohd Latif,No,General,Referred to Ustazah Zahirah and advised accordingly,Yes,Pending,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,16:57:00,16,Phone,Enquiry,Counter buka sampai pukul berapa hari ni. Buku Tajwid Asas berapa harga?,No,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,18:30:00,18,Counter,Transaction,Buy Ipip Book - Tajwid asas - Iman Iskandar Bin Roslee,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,16:15:00,16,Email,Enquiry,Pertanyaan tentang pembayaran secara dua kali ansuran,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,20:20:00,20,Email,Enquiry,Pertanyaan tentang pendaftaran,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,13:56:00,13,Email,Enquiry,Unable to attend the Co-Curricular Classes,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,23:15:00,23,Email,Enquiry,Pertanyaaan tentang Yuran DPI,Yes,Fees,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,11:15:00,11,Email,Enquiry,(waiting list) DPI,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,23:59:00,23,Email,Transaction,registration fee payment made for both applicants for PTI Eng,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/12/2022,1,19:24:00,19,Email,Transaction,Pembayaran yuran pendaftaran anda bagi Program Takrif Islam (PTI),No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,09:35:00,9,Counter,Transaction,Buy IPIP book - Arabic Penmanship (1 copy) - SOFIRNA MUSTICA NIRWANA BINTE ISMET MAHDI,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,09:43:00,9,Phone,Enquiry,Nak collect cermin mata dari MDIS - Norindah Bte Johari,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,11:07:00,11,Phone,Enquiry,Mother of Muhammad Hilman called again wants to know what is the current updates with regards to his Arabic module. Would prefer if Ustazah Zahirah could give her a call to update her on the matter.,No,Classes,Referred to Ustazah Zahirah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,14:30:00,14,Counter,Transaction,Pay fees - BIRKH - Noor Umairah Bte Mohamad Noor,Yes,Fees,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,15:27:00,15,Counter,Transaction,Pay outstanding fees - DPI Application and Y1 S1 - Nur Syafinah Binte Khalid,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,15:47:00,15,Counter,Transaction,Buy book - Fiqh Minoriti Muslim (2 copies) - Nurliah Binte Mohamed Noor,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,16:02:00,16,Counter,Transaction,Buy book - Fiqh Minoriti Muslim (1 copy) - UMAIRAH 'IZZATII BINTE MOHD KASIM,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,22:53:00,22,Email,Enquiry,(waiting list) DPI,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,11:04:00,11,Email,Enquiry,(waiting list) SLPI,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/12/2022,1,15:16:00,15,Phone,Enquiry,Pertanyaan tentang DPI,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,3/12/2022,2,14:39:00,14,Email,Transaction,pembayaran sebahagian yuran DPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,10:30:00,10,Counter,Transaction,Buy ipip book - Tajwid Asas - Abdul Azim Bin Zainal,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,12:20:00,12,Phone,Enquiry,Asking about his status of wanting to renew his modul,Yes,General,Referred to ustazah zahirah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,12:30:00,12,Phone,Enquiry,Pertanyaan tentang SPI pendaftaran,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,12:35:00,12,Phone,Enquiry,Pertanyaan tentang giro dan perhentian kelas,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,13:00:00,13,Email,Transaction,Pembayaran Bagi Pendaftaran Sijil Pengajian Islam,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,08:59:00,8,Email,Transaction,Pembayaran Bagi Pendaftaran Sijil Pengajian Islam,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/12/2022,2,10:41:00,10,Email,Enquiry,(waiting list) SLPI,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,11:20:00,11,Phone,Enquiry,Pertanyaan tentang contact ustazah fatimah kelas SLPI,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,11:25:00,11,Phone,Enquiry,Pertanyaan tentang pembelian buku,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,11:30:00,11,Phone,Enquiry,Pertanyaan tentang pendaftaran kelas PAQ,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,14:10:00,14,Counter,Enquiry,Collect PTI Eng Certificate,Yes,Certificate,Issued Certificate,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,14:15:00,14,Counter,Enquiry,Collect SPI Certificate,Yes,Certificate,Issued Certificate,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,11:56:00,11,Email,Enquiry,Pesanan buat ustazah fatimah,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,15:40:00,15,Phone,Enquiry,Pertanyaan tentang berapa orang dalam kelas SPI,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,16:55:00,16,Phone,Enquiry,pertanyaan tentang buku tajwid asas,Yes,Books,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/12/2022,2,11:37:00,11,Email,Transaction,Pembayaran SLPI,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,5/12/2022,2,00:22:00,0,Email,Enquiry,Ketidaksambungan Pengajian kursus SLPI - MUHAMMAD BIN AHMAD,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/12/2022,2,06:41:00,6,Email,Transaction,Pembayaran Bagi Pendaftaran Sijil Pengajian Islam,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/12/2022,2,09:56:00,9,Email,Enquiry,Pertanyaan tentang Diploma Pengajian Islam,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/12/2022,2,14:15:00,14,Phone,Enquiry,asking about retake process - Nurazrene,No,Exams,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/12/2022,2,15:00:00,15,Phone,Enquiry,Pertanyaan tentang SPI,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,6/12/2022,2,18:27:00,18,Email,Transaction,Pembayaran yuran pendaftaran SPI 2023,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,6/12/2022,2,11:21:00,11,Email,Transaction,pendaftaran anda bagi Sijil Lanjutan Pengajian Islam (SLPI),No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/12/2022,2,12:00:00,12,Counter,Transaction,Pay fees for PBA - Biden Bin Mohd,Yes,Fees,received payment and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/12/2022,2,17:20:00,17,Counter,Transaction,Pay ipip book - Tajwid 1 - MUHAMMAD FUAD BIN JOHARI,Yes,Books,received payment and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/12/2022,2,17:40:00,17,Counter,Transaction,Pay SLPI fees - Abdul Hadi Bin Alladin,Yes,Fees,received payment and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/12/2022,2,17:50:00,17,Phone,Enquiry,Pertanyaan tentang kelas PBA,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/12/2022,2,22:16:00,22,Email,Transaction,registration fee payment for PTI Eng,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,12:20:00,12,Counter,Transaction,buy book - Ulum Al-Quran - Nadia Hanim Binte Abdul Shukur,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,17:40:00,17,Phone,Enquiry,Pertanyaan tentang PBA,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:15:00,18,Counter,Transaction,Buy IPIP Book - Arabic penmanship - Raja Muhammad Khabir,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:20:00,18,Counter,Transaction,Buy IPIP Book - Arabic penmanship - Muhammad Nasruddin Bin Ghazali,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:25:00,18,Counter,Transaction,Buy IPIP Book - Arabic penmanship - Mohamed Saat Bin Mokhtar,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:30:00,18,Counter,Transaction,Buy IPIP Book - Arabic penmanship - Nurhayati Binte Muhamed Yusoff,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:35:00,18,Counter,Transaction,Buy 4 IPIP Book - Arabic penmanship - Zulizawaty Binte Salim,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,19:02:00,19,Counter,Enquiry,14796 - Self collect Arabic penmanship book,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,19:02:00,19,Counter,Enquiry,14752 - - Self collect Arabic penmanship book,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,19:02:00,19,Counter,Transaction,Pay Fees - Aara Humairah Abdullah,Yes,Fees,received payment and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:50:00,18,Counter,Transaction,Buy 4 books - Ululm Hadith - syahidah,Yes,Books,received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,03:54:00,3,Email,Transaction,registration fee payment for PTI Eng,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/12/2022,2,18:14:00,18,Facebook,Enquiry,Pertanyaan tentang umur SPIR,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,11:11:00,11,Counter,Transaction,Collect cert - SLPI COH4 Aljunied Ahad - Nurhafizah Binte Mohd Ali,Yes,Certificate,Issued cert,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,14:33:00,14,Phone,Enquiry,Outstanding fees balance - Aziela Roza Binte Azmi,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,17:55:00,17,Counter,Enquiry,SPI course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,18:15:00,18,Counter,Enquiry,Subsidy for Pengajian Bahasa Arab,Yes,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,18:25:00,18,Phone,Enquiry,BIRKH Registration - Fatimah,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,14:30:00,14,Email,Transaction,pembayaran yuran pengajian DPI,Yes,Fees,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,11:11:00,11,Email,Transaction,yuran pendaftaran bagi program Pengajian Bahasa Arab Peringkat Asas,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,15:02:00,15,Email,Transaction,pembayaran yuran pengajian DPI,Yes,Fees,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,18:33:00,18,Email,Enquiry,Pertanyaan tentang permulaan kelas,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,22:04:00,22,Email,Enquiry,Request Video Record of Classes,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,22:04:00,22,Website,Enquiry,Berminat untuk sertai Sijil Lanjutan Pengajian Islam,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,10:04:00,10,Email,Enquiry,Pertanyaan tentang pendaftaran SLPI,No,General,Adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/12/2022,2,08:00:00,8,Email,Transaction,paid for the SPIe registration,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,10:50:00,10,Counter,Transaction,PTI registration and pay reg fees - Junaidah Binte Sulaiman,No,Registration,Received payment and registration form,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,11:00:00,11,Counter,Transaction,Nak join Sesi Previu SPIR tapi belum RSVP - Cik Rahmah Binte Idris,No,General,RSVP and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,15:05:00,15,Counter,Enquiry,Outstanding fees balance - NURASYIRIN BINTE MOHAMAD,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,15:40:00,15,Phone,Enquiry,Family is Covid-Positive may not be able to attend exam tomorrow - Fatin Humaira Binte Mohd Ashik,Yes,Exams,Advised accordingly and informed Ustaz Abdillah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,13:42:00,13,Email,Transaction,Payment for PTI,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,02:54:00,2,Email,Transaction,pendaftaran bagi Program Takrif Islam (PTI),No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,2,12:41:00,12,Facebook,Enquiry,Pertanyaan tentang umur SPIR,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/12/2022,3,14:33:00,14,Email,Enquiry,Permohonan Ujian Ulangan Hafalan,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/12/2022,3,10:10:00,10,Phone,Enquiry,asking about retake process,Yes,Exams,Advised to email at ipip.sg,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/12/2022,3,11:00:00,11,Email,Transaction,Pay fees SLPI - Izzah Binte Mohd Mokhti,Yes,Fees,received payment and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/12/2022,3,13:17:00,13,Email,Enquiry,Pertanyaan tentang BIRKH,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/12/2022,3,10:43:00,10,Facebook,Enquiry,Pertanyaan tentang program takrif islam,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/12/2022,3,12:38:00,12,Email,Transaction,Pembayaran yuran DPI,Yes,Fees,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/12/2022,3,08:58:00,8,Email,Transaction,pembayaran yuran pendaftaran SLPIm,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/12/2022,3,10:30:00,10,Phone,Enquiry,Pertanyaan tentang PBA 1 dan 2,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/12/2022,3,12:20:00,12,Counter,Transaction,Registered for PAQ 1 and paid registration fees,No,Registration,received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/12/2022,3,15:45:00,15,Counter,Transaction,Buy Ipip Book - Tajwid power 1 & 2 - Ma'som Bin Mohamed,Yes,Books,Received payment and issued book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/12/2022,3,17:11:00,17,Facebook,Enquiry,Pertanyaan tentang pendaftaran PAQ,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/12/2022,3,12:14:00,12,Facebook,Enquiry,Pertanyaan tentang program takrif islam,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/12/2022,3,23:03:00,23,Email,Enquiry,menamatkan pelajaran SLPI bersama IPIP disebabkan jadual ketat,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,11:45:00,11,Phone,Enquiry,Call for Ustazah Hidayah - Hasw IPIP received registration from Nur Aini Bte Md Yat and Mulyadi Bin Ahmad? Want to make payment for fees over the counter.,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,11:50:00,11,Phone,Enquiry,Call for Ustazah Zahirah - Submitted registration for PTI on 9 Dec 2022 and submitted a copy via email on 10 Dec 2022. Received email that did not see the registration and payment. - Sarah Bte Abdul Aziz,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,15:45:00,15,Phone,Enquiry,Siti Aishah Bte Abdullah replied to Ustazah Hidayah regarding jadual for next year 4 days ago for Coh 10 SPI Wisma Indah Ahad,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,21:56:00,21,Facebook,Enquiry,Pertanyaan tentang bila kelas PTI bermula,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,23:04:00,23,Email,Transaction,Payment Screenshot For Pengajian Al-Quran (PAQ1),No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,20:26:00,20,Email,Transaction,pembayaran yuran pendaftaran SPIe,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/12/2022,3,14:04:00,14,Email,Transaction,registration of the course (PTI express),No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,14:44:00,14,Phone,Enquiry,"Considering to register for SLPI. What if I have to miss classes due to Uni studies? I was from Masjid Aleem Siddique SPI2 but don't have my cert, result slips or transcripts. How can I register? - Haziqah",No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,15:38:00,15,Phone,Enquiry,Registered online for PTI Sun on 9 Dec 2022 have you received my application? - Waheedah Bte Abdul Majid,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,16:06:00,16,Phone,Enquiry,PTI course information - Iman,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,09:23:00,9,Email,Transaction,Payment Screenshot For Pengajian Al-Quran (PAQ1),No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,17:24:00,17,Email,Enquiry,Intersested in registering SLPI,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,10:37:00,10,Email,Enquiry,Pertanyaan tentang had Umur PAQ,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/12/2022,3,21:37:00,21,Email,Transaction,Bayaran Yuran DPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,11:08:00,11,Phone,Enquiry,BIRKH Fees - Syirin,No,Fees,Referred to Ustaz Afiq Zikry,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,11:43:00,11,Phone,Enquiry,SPI course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,12:35:00,12,Counter,Transaction,Collect cert - PTI Mingguan Ahad (Wisma) Jul-Dis 2022 - Muhd Faris Nurkhair,Yes,Certificate,Issued cert,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,14:35:00,14,Phone,Enquiry,Wants to register for her child online but make payment over the counter. What time will your counter be open tomorrow? - Siti Awaliah,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,10:10:00,10,Facebook,Enquiry,Pertanyaan tentang SPIR sama dengan Andalus KBD?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,15:25:00,15,Facebook,Enquiry,Pertanyaan tentang bayaran PTI,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,15:51:00,15,Email,Enquiry,tidak dapat hadir untuk sesi Ku-Kurikulum,No,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/12/2022,3,10:18:00,10,Email,Transaction,pembayaran atas Program Takrif Islam,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/12/2022,3,11:17:00,11,Phone,Enquiry,Registered online for PTI Sun on 9 Dec 2022 have you received my application? - Waheedah Bte Abdul Majid,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/12/2022,3,11:28:00,11,Counter,Transaction,Pay fees for SPI and wants to change registration from SPI Sun to Sat - Wan Ulfa Jundina Binte Wan Azhar,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/12/2022,3,16:51:00,16,Phone,Enquiry,Pelajar Madrasah separuh masa Menengah 4 dah hilang cert dan results slip. Saya nak register untuk SLPI bagaimana?,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
